DateTime,AddedIPs,RemovedIPs
1532304981,22,10
1532305454,4,21
1532305952,20,10
1532306421,5,25
1532306917,27,10
1532307380,6,18
1532307864,43,12
1532308365,2,18
1532308812,25,16
1532309293,5,31
1532309789,20,17
1532310271,8,22
1532310791,27,9
1532311225,0,14
1532311693,27,8
1532312202,5,13
1532312674,23,6
1532313159,6,14
1532313624,28,8
1532314120,10,13
1532314571,25,15
1532315063,9,11
1532315557,16,9
1532316020,6,9
1532316516,13,6
1532316992,9,7
1532317493,22,5
1532317955,19,14
1532318444,37,12
1532318914,16,9
1532319386,75,60
1532319899,18,9
1532320346,37,5
1532320831,16,9
1532321295,21,13
1532321798,7,21
1532322260,41,7
1532322759,23,6
1532323215,24,13
1532323691,7,11
1532324190,25,11
1532324658,4,12
1532325129,35,11
1532325647,14,24
1532326120,23,14
1532326587,21,6
1532327103,19,16
1532327547,5,9
1532328024,29,13
1532328507,7,9
1532328999,29,16
1532329479,9,15
1532329948,34,12
1532330424,12,15
1532330890,18,10
1532331401,0,7
1532331904,39,12
1532332352,8,14
1532332834,32,17
1532333316,37,7
1532334040,42,9
1532334493,13,14
1532334970,49,17
1532335469,10,27
1532335986,25,11
1532336445,3,13
1532336905,32,11
1532337374,9,0
1532337875,32,12
1532338346,12,6
1532338811,43,19
1532339300,9,6
1532339783,27,13
1532341757,93,73
1532342895,60,37
1532343894,46,16
1532344812,41,23
1532345772,55,20
1532346768,43,21
1532347695,32,17
1532348653,986,1319
1532349630,39,25
1532350570,34,23
1532351541,47,17
1532352608,50,31
1532353689,56,21
1532354672,33,61
1532355609,40,0
1532356573,34,36
1532357576,36,36
1532358497,32,25
1532359453,32,0
1532360433,37,45
1532361369,38,0
1532362336,42,34
1532363334,36,50
1532364316,46,22
1532365287,33,17
1532366430,34,15
1532367396,39,11
1532368353,33,24
1532369314,28,14
1532370280,30,24
1532371234,23,24
1532372185,30,25
1532373170,33,175
1532374089,35,29
1532375101,28,23
1532376018,30,18
1532376991,32,23
1532377938,40,0
1532380134,52,51
1532381074,29,26
1532382018,32,31
1532382990,24,22
1532383967,28,25
1532384905,19,44
1532385894,33,0
1532386834,16,0
1532387789,113,21
1532388742,39,31
1532389705,34,24
1532390662,45,28
1532391629,65,35
1532392570,47,26
1532393532,36,23
1532394063,42,18
1532394500,8,16
1532394981,34,9
1532395493,10,21
1532395941,21,9
1532396412,10,11
1532396944,29,9
1532397372,16,15
1532397889,25,11
1532398337,11,18
1532398808,25,7
1532399321,10,23
1532399783,31,10
1532400266,10,15
1532400752,51,17
1532401225,15,24
1532401724,31,12
1532402185,16,7
1532402697,31,10
1532403142,9,16
1532403613,31,9
1532404113,14,8
1532404568,15,9
1532405056,2,10
1532405554,81,112
1532406023,15,14
1532406509,19,19
1532407002,11,14
1532408021,21,7
1532408445,15,20
1532409136,27,11
1532409631,21,13
1532410582,34,33
1532411536,39,22
1532412499,50,24
1532413486,43,25
1532414420,39,28
1532415373,37,21
1532416363,50,17
1532417304,56,17
1532418273,55,12
1532419242,51,39
1532420188,32,33
1532421161,49,23
1532422372,57,25
1532422833,27,0
1532423304,35,25
1532424270,43,17
1532425235,26,25
1532426195,47,27
1532427136,46,20
